temperature,humidity,hour,is_holiday,demand
26.8,68.3,17,0,9891.0
14.9,48.0,18,0,9668.0
20.1,59.7,19,0,9296.0
22.0,59.5,20,0,8457.0
22.5,52.1,21,0,8259.0
35.3,44.6,22,0,8272.0
29.5,55.7,23,0,6892.0
16.1,84.4,0,0,6190.0
27.0,39.6,1,0,6070.0
29.0,85.4,2,0,5669.0
34.1,56.1,3,0,6158.0
37.6,60.5,4,0,7346.0
16.9,43.7,5,0,5833.0
18.5,48.4,6,0,6089.0
14.9,52.5,7,0,6649.0
23.1,44.3,8,0,7722.0
28.7,56.9,9,0,7978.0
32.9,53.9,10,0,9331.0
24.4,87.8,11,0,9111.0
22.4,42.5,12,0,9451.0
26.2,61.5,13,0,9930.0
18.3,63.7,14,0,10058.0
41.7,43.9,15,0,12649.0
12.1,70.3,16,0,10338.0
26.5,54.0,17,0,10575.0
41.2,22.6,18,0,11534.0
25.1,69.9,19,0,9028.0
23.5,43.2,20,0,8928.0
22.1,44.3,21,0,8212.0
23.6,70.3,22,0,7456.0
36.0,54.8,23,0,7775.0
7.3,73.8,0,0,6652.0
37.3,78.2,1,0,7297.0
13.6,50.3,2,0,5596.0
22.9,71.9,3,0,5829.0
21.6,48.7,4,0,5677.0
29.7,93.5,5,0,5945.0
12.2,49.6,6,0,6311.0
28.7,75.4,7,0,6748.0
41.2,72.7,8,0,8756.0
14.1,64.7,9,0,7824.0
26.5,49.9,10,0,8516.0
19.7,57.7,11,0,8969.0
28.4,27.7,12,0,9873.0
25.2,63.4,13,0,9923.0
19.9,65.2,14,0,10414.0
28.9,62.0,15,0,10289.0
39.4,20.0,16,0,12215.0
23.5,41.0,17,0,9823.0
30.8,48.8,18,0,9642.0
14.7,64.4,19,0,9447.0
17.3,64.3,20,0,8450.0
28.8,57.4,21,0,8468.0
36.9,69.5,22,0,8823.0
27.8,44.6,23,0,6958.0
22.5,69.2,0,0,6512.0
25.0,67.1,1,0,5944.0
15.0,65.7,2,0,5707.0
29.8,57.3,3,0,6132.0
32.1,87.5,4,0,6313.0
21.4,67.4,5,0,5776.0
21.2,45.5,6,0,6420.0
27.1,63.7,7,1,4877.0
21.5,71.3,8,0,7643.0
24.5,51.2,9,0,8268.0
41.8,76.3,10,0,10930.0
23.0,65.7,11,0,9432.0
22.1,24.9,12,0,9680.0
19.8,64.5,13,0,10057.0
31.0,53.9,14,0,10515.0
23.6,68.1,15,1,9250.0
19.8,74.2,16,0,10221.0
35.6,62.9,17,0,11282.0
36.4,85.0,18,0,11001.0
20.2,57.3,19,0,8932.0
10.1,69.4,20,0,8272.0
33.1,72.1,21,0,8760.0
19.5,58.5,22,0,7288.0
31.3,71.7,23,0,7281.0
9.2,51.1,0,0,6516.0
32.1,53.7,1,0,6588.0
15.3,40.3,2,0,5833.0
30.8,63.6,3,0,6116.0
25.1,64.9,4,0,5619.0
17.4,77.7,5,0,5721.0
21.7,71.9,6,0,6356.0
30.5,55.7,7,0,7190.0
25.8,42.3,8,0,7562.0
29.7,66.5,9,0,8221.0
40.8,76.7,10,0,10483.0
12.5,71.3,11,0,9154.0
37.9,76.3,12,0,11004.0
25.8,56.8,13,0,10368.0
17.8,53.0,14,0,10546.0
14.4,48.9,15,0,10157.0
23.5,59.2,16,0,10479.0
32.4,58.8,17,0,10365.0
24.0,63.1,18,0,9894.0
37.1,58.1,19,0,10424.0
13.4,58.0,20,0,8693.0
24.9,48.3,21,0,7614.0
15.0,74.1,22,0,7139.0
27.9,61.1,23,1,5394.0
32.1,57.4,0,0,6777.0
21.6,48.8,1,0,5754.0
4.2,40.0,2,0,5961.0
26.6,79.6,3,0,6042.0
28.5,68.3,4,0,5943.0
28.2,35.6,5,0,5738.0
34.9,71.4,6,0,7689.0
16.4,73.8,7,0,6488.0
30.4,61.9,8,0,7684.0
34.5,84.0,9,0,8992.0
10.8,63.3,10,0,9006.0
27.6,38.7,11,0,9383.0
21.0,65.5,12,0,9604.0
24.3,63.7,13,0,9889.0
27.8,51.0,14,0,10519.0
21.1,68.6,15,0,10293.0
19.6,35.0,16,0,10362.0
25.3,74.9,17,0,9805.0
16.3,46.8,18,0,9811.0
16.3,45.2,19,0,9298.0
30.4,58.3,20,0,8738.0
15.8,66.5,21,0,8206.0
30.3,62.5,22,0,7839.0
28.7,48.9,23,0,7053.0
11.2,52.4,0,0,6227.0
19.6,43.0,1,0,5957.0
34.6,56.6,2,0,6677.0
17.2,76.1,3,0,5570.0
21.3,59.9,4,0,5716.0
28.7,72.9,5,0,6277.0
31.3,81.8,6,0,7008.0
23.0,51.2,7,0,6564.0
20.2,57.2,8,0,7576.0
36.4,92.6,9,0,9495.0
38.9,81.7,10,0,10228.0
32.8,34.9,11,0,10026.0
25.7,65.8,12,0,9796.0
18.5,60.0,13,1,8408.0
18.4,72.4,14,1,8742.0
29.2,48.8,15,0,10727.0
28.3,47.4,16,0,10271.0
36.2,49.9,17,0,11505.0
30.2,51.4,18,0,10289.0
13.0,72.2,19,0,9429.0
33.4,42.3,20,0,9829.0
17.0,50.7,21,0,7982.0
21.9,33.2,22,0,7414.0
27.0,75.1,23,0,6864.0
41.0,79.1,0,0,8236.0
49.9,55.1,1,0,9312.0
29.9,55.5,2,0,5618.0
23.5,66.8,3,0,5641.0
29.3,82.1,4,0,5598.0
32.1,66.1,5,0,6344.0
22.4,49.5,6,0,6450.0
39.4,35.7,7,0,8464.0
26.8,43.3,8,0,7518.0
29.0,61.1,9,0,8103.0
30.3,50.2,10,0,9192.0
28.4,62.9,11,0,9208.0
31.7,51.7,12,0,9863.0
20.1,44.1,13,0,10124.0
20.5,42.3,14,0,9884.0
16.2,83.4,15,0,10109.0
28.5,73.3,16,0,10219.0
31.2,86.0,17,0,10362.0
28.7,68.1,18,0,9687.0
38.4,53.6,19,0,10551.0
25.0,79.9,20,0,8340.0
30.3,59.5,21,0,8661.0
16.3,63.3,22,0,7243.0
21.9,59.4,23,0,6354.0
30.6,20.0,0,0,6615.0
31.8,84.1,1,0,6266.0
22.6,67.4,2,0,5505.0
24.4,64.9,3,0,5742.0
12.9,59.1,4,0,5592.0
22.1,62.5,5,0,5691.0
32.1,51.0,6,0,7011.0
29.6,69.2,7,0,7270.0
29.0,40.4,8,0,7637.0
25.4,62.8,9,0,7509.0
25.1,68.4,10,0,8398.0
19.7,57.0,11,0,9209.0
30.6,65.6,12,0,10037.0
28.4,45.1,13,0,10068.0
28.9,45.5,14,0,10262.0
20.8,63.6,15,0,10119.0
7.8,70.2,16,0,10720.0
33.8,31.9,17,0,10950.0
21.2,67.8,18,0,9825.0
18.1,51.9,19,0,9201.0
30.5,57.1,20,0,9013.0
21.9,39.9,21,0,7988.0
33.5,47.2,22,0,7977.0
29.9,74.5,23,0,6788.0
30.5,60.5,0,0,6750.0
14.1,54.3,1,0,5959.0
34.7,58.3,2,0,6874.0
27.1,67.3,3,0,5747.0
22.0,66.6,4,0,5520.0
26.1,58.9,5,0,6148.0
10.8,76.4,6,0,6456.0
28.3,74.6,7,0,6979.0
16.8,66.2,8,0,7829.0
14.2,60.8,9,0,8409.0
12.8,69.9,10,0,8759.0
33.9,64.7,11,0,10198.0
20.0,75.9,12,0,9913.0
37.3,73.5,13,0,11352.0
20.7,44.7,14,0,10204.0
11.3,43.7,15,0,10535.0
16.1,49.5,16,0,10147.0
34.9,74.6,17,0,11230.0
23.8,36.4,18,0,9728.0
20.6,65.9,19,0,9029.0
26.3,65.4,20,0,8626.0
29.0,77.4,21,0,8413.0
33.9,62.7,22,0,8286.0
36.6,39.9,23,0,8106.0
22.1,45.6,0,0,6369.0
14.4,42.3,1,0,6013.0
21.7,51.9,2,0,5616.0
27.1,57.3,3,0,5670.0
17.3,42.5,4,0,5472.0
17.3,82.1,5,0,5762.0
27.8,40.1,6,1,4669.0
24.6,80.2,7,0,6894.0
25.3,77.8,8,0,7411.0
18.9,73.5,9,0,7973.0
23.2,49.6,10,0,8759.0
17.6,65.1,11,1,7776.0
32.1,40.8,12,0,10257.0
33.3,73.7,13,0,10664.0
10.2,58.9,14,0,10154.0
17.6,53.9,15,0,10107.0
13.0,41.6,16,0,10346.0
19.8,22.8,17,0,9906.0
24.3,44.4,18,0,9598.0
13.4,76.7,19,0,9174.0
17.6,54.0,20,0,8830.0
17.0,57.5,21,0,8186.0
26.7,69.8,22,0,7368.0
25.6,87.1,23,0,7053.0
19.2,79.9,0,0,5900.0
26.4,45.4,1,0,6297.0
20.6,30.9,2,0,5820.0
22.8,95.4,3,0,5621.0
38.4,94.0,4,0,7062.0
35.7,62.8,5,0,6992.0
14.6,40.9,6,0,6425.0
31.6,74.4,7,1,5972.0
31.5,58.4,8,0,8036.0
15.8,58.3,9,0,7854.0
31.6,73.4,10,0,8968.0
37.3,65.0,11,0,10635.0
16.0,42.2,12,0,9851.0
17.7,55.1,13,0,10079.0
33.1,69.9,14,0,11386.0
27.2,67.7,15,0,10407.0
29.4,63.9,16,0,10530.0
27.7,74.0,17,0,10213.0
28.1,54.6,18,0,9960.0
14.4,62.7,19,0,8930.0
33.4,20.0,20,0,9204.0
34.4,53.3,21,0,8891.0
23.2,71.5,22,0,8011.0
24.7,54.1,23,0,6748.0
12.8,53.0,0,0,6279.0
29.1,44.4,1,0,6212.0
29.6,75.1,2,0,6114.0
24.5,68.2,3,1,4134.0
34.0,72.4,4,0,6814.0
22.3,34.1,5,0,5683.0
29.5,57.6,6,0,6377.0
16.8,55.8,7,0,7032.0
24.8,55.8,8,0,7381.0
23.6,50.8,9,0,7748.0
26.8,54.8,10,0,8357.0
22.0,72.7,11,0,9038.0
23.9,31.3,12,0,9697.0
31.6,86.7,13,0,10713.0
21.5,67.3,14,0,10252.0
12.1,59.4,15,0,10477.0
39.0,73.6,16,0,11880.0
36.1,38.2,17,0,11531.0
14.7,50.0,18,0,10207.0
30.5,58.2,19,0,9499.0
21.0,80.5,20,0,8717.0
27.1,59.3,21,0,8080.0
27.4,66.8,22,0,7407.0
23.1,51.2,23,0,6931.0
18.7,67.3,0,0,6399.0
19.5,85.2,1,0,5827.0
17.7,74.9,2,0,5945.0
18.3,58.8,3,0,5640.0
24.5,70.1,4,0,5605.0
19.3,68.7,5,0,6410.0
30.5,67.6,6,0,6648.0
36.9,76.7,7,0,8186.0
20.4,76.6,8,0,7414.0
26.9,58.1,9,0,7974.0
29.0,69.6,10,0,8861.0
28.8,54.3,11,0,9147.0
25.6,46.2,12,0,9816.0
30.9,56.0,13,0,10168.0
28.9,58.9,14,0,10187.0
15.1,35.1,15,0,10765.0
32.0,72.9,16,1,9160.0
32.1,20.0,17,0,10301.0
18.9,100.0,18,0,9451.0
25.3,82.5,19,0,9548.0
30.5,56.1,20,0,8633.0
23.3,60.1,21,0,7809.0
33.6,64.5,22,0,7925.0
43.9,51.2,23,0,9132.0
18.7,62.9,0,0,6216.0
14.0,57.8,1,0,5825.0
27.4,58.6,2,0,6053.0
30.8,62.7,3,1,4276.0
23.2,40.3,4,0,5661.0
36.6,60.6,5,0,7283.0
14.3,62.5,6,0,6107.0
30.5,61.9,7,0,7279.0
20.2,56.8,8,0,7299.0
38.8,77.1,9,0,9688.0
40.9,54.7,10,0,10541.0
18.9,63.4,11,0,8790.0
20.6,79.5,12,0,9958.0
31.9,58.8,13,0,11074.0
21.9,63.2,14,0,10283.0
24.6,58.6,15,0,10220.0
25.2,78.6,16,0,10619.0
9.6,56.1,17,0,10457.0
24.9,79.3,18,0,9663.0
19.5,58.4,19,0,9156.0
21.1,47.1,20,0,8605.0
36.5,70.2,21,0,8947.0
14.9,55.4,22,0,7321.0
31.5,69.3,23,1,6169.0
22.8,20.0,0,0,6269.0
22.8,60.1,1,0,5714.0
31.3,53.1,2,0,6280.0
27.7,44.1,3,0,5467.0
29.6,51.7,4,0,5903.0
32.7,51.4,5,0,6380.0
22.3,59.3,6,0,6096.0
20.1,39.5,7,0,6948.0
16.3,64.7,8,0,7402.0
18.4,80.5,9,0,7845.0
48.6,64.2,10,0,11734.0
35.0,72.1,11,0,10122.0
14.2,76.4,12,0,9540.0
14.4,78.5,13,0,10311.0
28.9,88.1,14,0,10603.0
29.4,52.5,15,0,10602.0
29.4,49.2,16,0,10556.0
23.0,71.8,17,0,10077.0
24.0,70.6,18,0,9794.0
27.6,71.6,19,0,9040.0
25.7,88.3,20,0,8794.0
7.2,60.2,21,0,8071.0
23.2,66.4,22,0,7326.0
18.2,45.3,23,0,6702.0
26.4,92.0,0,0,6471.0
48.9,55.0,1,0,9024.0
27.9,55.4,2,0,5542.0
22.5,54.8,3,1,4023.0
32.4,50.3,4,0,6492.0
28.9,49.1,5,0,5729.0
28.4,52.1,6,0,6286.0
29.9,39.5,7,0,7292.0
41.5,48.2,8,0,9363.0
16.0,89.2,9,1,6555.0
28.8,71.0,10,0,8957.0
17.6,73.9,11,0,9378.0
29.4,77.7,12,0,9826.0
17.7,87.5,13,0,10052.0
21.7,33.4,14,0,10499.0
22.6,41.6,15,0,10588.0
32.8,47.9,16,0,11022.0
32.3,53.0,17,0,10720.0
15.0,55.5,18,0,9751.0
25.4,53.3,19,0,9473.0
19.3,63.3,20,0,8835.0
14.9,60.5,21,0,8139.0
23.3,49.2,22,0,7163.0
22.5,27.4,23,0,6745.0
44.4,45.1,0,0,8721.0
28.5,51.8,1,0,6275.0
14.0,56.3,2,0,5634.0
20.5,43.1,3,0,5851.0
33.2,52.6,4,0,6343.0
41.7,43.0,5,0,7879.0
12.3,58.1,6,0,6399.0
10.0,43.9,7,0,7114.0
40.0,47.3,8,0,9132.0
28.1,40.4,9,0,7505.0
18.1,57.7,10,1,6808.0
29.3,47.0,11,0,9451.0
3.9,73.6,12,0,9402.0
25.0,66.1,13,0,9905.0
27.6,59.0,14,0,10321.0
32.4,48.0,15,0,10569.0
16.9,65.7,16,0,10242.0
25.7,70.4,17,0,9845.0
17.6,62.1,18,0,9397.0
27.0,84.1,19,0,9040.0
17.8,66.9,20,0,8407.0
21.7,73.7,21,0,8094.0
17.0,62.0,22,0,7618.0
30.2,70.1,23,0,7058.0
31.9,48.0,0,0,6764.0
23.1,53.1,1,0,5839.0
25.3,65.2,2,0,5460.0
13.4,65.1,3,0,5342.0
22.6,67.6,4,0,5353.0
24.6,76.5,5,0,5656.0
46.0,38.6,6,0,9324.0
16.1,45.4,7,0,6662.0
36.7,63.4,8,0,8098.0
33.0,49.1,9,0,8629.0
27.2,100.0,10,0,8303.0
39.1,67.7,11,0,10872.0
28.0,58.8,12,0,9687.0
28.1,52.3,13,0,10107.0
24.6,52.8,14,0,10310.0
34.8,60.5,15,0,11344.0
33.8,61.7,16,0,10893.0
20.0,53.1,17,0,10064.0
14.4,55.9,18,0,9901.0
23.4,80.2,19,0,9563.0
18.6,80.8,20,0,8574.0
24.5,63.8,21,0,7974.0
34.9,39.9,22,0,8514.0
21.3,68.1,23,0,7099.0
24.7,83.3,0,0,6206.0
25.5,80.5,1,1,4560.0
31.8,71.0,2,0,6085.0
7.0,81.3,3,1,4166.0
20.1,60.8,4,0,5876.0
26.7,69.4,5,0,5663.0
34.6,49.8,6,0,7188.0
21.1,64.4,7,0,6991.0
10.0,79.9,8,0,7502.0
30.0,51.2,9,0,8501.0
19.9,47.1,10,1,7291.0
15.5,61.5,11,0,9132.0
20.0,56.6,12,0,10137.0
23.5,69.7,13,0,10106.0
20.2,53.2,14,0,9707.0
7.4,85.8,15,0,10344.0
32.2,40.7,16,0,10851.0
35.2,78.8,17,0,11317.0
30.2,48.5,18,0,9939.0
15.9,33.1,19,0,9420.0
23.4,63.6,20,0,8733.0
24.9,56.2,21,0,7800.0
29.8,43.4,22,1,6119.0
30.3,34.8,23,0,6997.0
19.1,59.9,0,0,6340.0
25.7,74.6,1,0,5765.0
28.7,68.8,2,0,5795.0
36.6,60.9,3,0,6843.0
30.6,67.2,4,0,6047.0
31.3,59.6,5,0,6829.0
25.7,38.6,6,0,6231.0
36.3,38.7,7,0,7656.0
28.3,57.0,8,0,7624.0
18.1,57.6,9,0,8202.0
36.2,72.8,10,0,9459.0
30.6,71.4,11,0,9447.0
21.5,69.1,12,0,9784.0
21.2,55.8,13,0,10183.0
27.4,39.3,14,0,10317.0
28.7,66.2,15,0,10509.0
26.6,67.9,16,1,8631.0
27.5,24.2,17,0,9598.0
38.6,47.5,18,0,11697.0
33.6,49.6,19,0,9842.0
26.5,61.8,20,0,8656.0
32.5,47.9,21,0,8648.0
16.7,59.4,22,0,7558.0
28.2,56.8,23,0,6850.0
39.5,57.6,0,0,8055.0
23.3,49.3,1,0,5395.0
18.2,50.4,2,0,5515.0
19.8,43.8,3,0,5749.0
16.3,65.7,4,0,5813.0
18.7,68.6,5,0,5731.0
22.0,48.4,6,1,4487.0
13.8,82.8,7,0,6825.0
25.1,55.3,8,0,6797.0
32.2,83.0,9,1,6903.0
17.7,50.4,10,0,8973.0
37.2,29.6,11,0,10862.0
29.1,66.0,12,0,9957.0
33.2,63.7,13,0,10927.0
19.7,60.5,14,0,9928.0
31.8,50.4,15,0,10827.0
16.3,59.5,16,0,10259.0
32.1,52.3,17,0,10553.0
26.4,55.5,18,0,9627.0
29.4,72.6,19,0,9674.0
15.6,62.8,20,0,8513.0
17.8,69.1,21,0,7932.0
29.8,56.5,22,0,7793.0
17.4,54.9,23,0,6516.0
28.7,42.7,0,0,6241.0
14.1,54.4,1,0,5774.0
31.8,20.0,2,0,6261.0
15.1,51.1,3,0,5531.0
29.4,58.8,4,0,5832.0
30.0,68.5,5,1,4589.0
19.4,56.0,6,0,6089.0
29.7,65.2,7,0,7170.0
27.1,27.3,8,0,7311.0
20.7,59.1,9,0,8124.0
16.9,34.8,10,0,8399.0
9.3,41.9,11,0,9067.0
27.8,57.2,12,0,9653.0
12.5,79.1,13,0,10053.0
25.8,65.6,14,0,10469.0
22.9,60.3,15,0,10314.0
30.4,59.7,16,0,10833.0
22.6,49.3,17,0,10153.0
22.4,51.8,18,0,9676.0
30.9,66.4,19,1,7938.0
27.7,39.2,20,0,8773.0
27.5,68.9,21,0,7815.0
28.8,54.2,22,0,7488.0
12.7,72.4,23,0,6789.0
31.1,74.4,0,0,6720.0
29.9,34.9,1,0,6129.0
16.9,51.3,2,0,5517.0
23.0,47.2,3,0,5277.0
24.7,32.8,4,0,5963.0
23.9,44.5,5,0,5823.0
27.7,96.6,6,0,6277.0
36.5,69.1,7,0,8041.0
33.7,88.8,8,0,8446.0
14.5,72.4,9,0,8387.0
30.0,48.9,10,0,8950.0
35.6,54.3,11,0,10313.0
28.1,68.8,12,0,9487.0
33.7,66.6,13,0,10649.0
41.1,51.3,14,0,11928.0
33.2,37.4,15,0,11019.0
27.0,100.0,16,0,9900.0
33.4,57.9,17,0,11098.0
26.2,55.1,18,0,9782.0
25.2,61.7,19,0,9150.0
22.2,56.4,20,0,8843.0
37.5,61.8,21,0,9212.0
18.5,79.3,22,0,7215.0
37.3,58.1,23,0,7802.0
29.0,42.6,0,0,6608.0
13.8,57.6,1,0,5759.0
27.9,53.0,2,0,5685.0
8.2,81.4,3,0,5801.0
30.0,77.6,4,0,6257.0
32.1,61.6,5,0,6528.0
20.3,40.8,6,0,6380.0
26.0,41.6,7,0,6619.0
40.6,60.2,8,0,9610.0
21.0,65.0,9,0,7967.0
16.5,54.4,10,0,8637.0
36.9,52.8,11,0,10447.0
40.7,51.1,12,0,11842.0
25.0,59.6,13,0,10118.0
33.1,24.3,14,0,11234.0
35.7,43.5,15,0,11631.0
19.1,50.6,16,0,10274.0
21.1,78.1,17,1,8764.0
34.8,47.8,18,0,10793.0
38.5,62.7,19,0,10580.0
29.5,63.4,20,0,8649.0
18.0,79.5,21,0,8030.0
40.9,78.9,22,0,9495.0
20.8,59.1,23,0,7128.0
22.3,52.9,0,0,5948.0
27.7,50.0,1,0,5927.0
37.4,56.4,2,0,7195.0
31.8,53.5,3,0,6234.0
28.3,68.3,4,0,5931.0
28.7,66.3,5,0,6159.0
25.3,68.9,6,0,6106.0
29.5,78.9,7,0,6817.0
4.8,87.9,8,0,7441.0
22.6,61.9,9,0,8198.0
26.9,76.5,10,0,8650.0
15.8,54.7,11,0,8884.0
28.1,77.8,12,0,9501.0
23.4,75.9,13,0,10217.0
39.0,75.1,14,0,11905.0
37.6,61.4,15,0,11861.0
21.3,50.0,16,0,10531.0
23.8,39.1,17,0,9838.0
24.4,59.4,18,0,9614.0
21.4,83.0,19,0,9095.0
26.6,55.4,20,0,8692.0
18.9,71.8,21,0,8155.0
16.0,72.7,22,0,7083.0
30.0,55.7,23,0,7096.0
30.0,79.7,0,0,6782.0
18.6,20.0,1,0,5551.0
32.2,41.7,2,0,6293.0
19.9,46.3,3,0,5357.0
27.0,47.7,4,0,5553.0
31.6,65.0,5,0,5955.0
24.7,64.4,6,0,6581.0
28.6,65.9,7,0,6825.0
20.9,68.9,8,0,7217.0
23.4,45.7,9,0,8066.0
23.4,41.7,10,0,8413.0
19.0,65.9,11,0,8973.0
23.6,50.5,12,0,9999.0
12.6,36.4,13,0,10440.0
21.1,74.6,14,0,10200.0
22.7,80.9,15,0,10613.0
23.0,83.4,16,0,10389.0
23.1,62.8,17,0,9796.0
24.5,69.4,18,0,9511.0
28.8,80.5,19,0,9636.0
32.0,50.4,20,0,8935.0
19.8,76.7,21,0,8456.0
15.4,64.1,22,0,7265.0
16.7,73.7,23,0,7116.0
21.1,62.8,0,0,6242.0
22.2,79.4,1,0,6082.0
18.8,63.4,2,0,5961.0
14.6,37.7,3,0,5878.0
21.4,81.8,4,0,5565.0
26.5,45.8,5,0,5750.0
29.8,78.8,6,0,6551.0
20.5,58.6,7,0,6540.0
21.7,77.6,8,0,7427.0
17.6,77.0,9,0,7836.0
24.7,66.5,10,0,8838.0
18.2,67.6,11,0,9086.0
29.6,66.3,12,0,9586.0
10.7,29.8,13,0,10359.0
22.1,61.8,14,0,10355.0
27.4,43.3,15,0,10406.0
26.5,62.6,16,0,10537.0
46.5,42.9,17,0,13034.0
27.8,42.2,18,1,8045.0
17.0,84.1,19,0,9110.0
24.2,76.0,20,0,8399.0
10.8,59.9,21,0,7707.0
24.4,62.8,22,1,5995.0
18.3,56.3,23,1,5378.0
32.3,68.5,0,0,7104.0
20.6,49.9,1,0,6178.0
24.1,74.9,2,0,5837.0
19.9,56.2,3,0,5773.0
38.9,53.7,4,0,6903.0
22.4,60.3,5,0,5860.0
39.7,51.1,6,0,8245.0
31.5,64.9,7,0,7093.0
28.9,51.9,8,0,7526.0
27.9,67.0,9,0,8104.0
28.2,78.2,10,0,8732.0
9.6,49.2,11,0,9274.0
22.8,58.0,12,0,9817.0
31.8,66.9,13,0,10679.0
24.6,53.5,14,0,10026.0
13.8,67.0,15,0,10501.0
24.6,68.3,16,0,10375.0
38.6,76.2,17,0,11383.0
35.0,50.9,18,0,11019.0
24.5,45.9,19,0,9307.0
32.6,55.4,20,0,9037.0
22.1,45.5,21,0,7837.0
11.4,68.5,22,0,7266.0
17.6,42.6,23,0,6687.0
37.5,95.0,0,0,7787.0
22.8,79.4,1,0,5726.0
23.1,60.2,2,0,5907.0
22.6,73.0,3,0,5809.0
40.2,35.4,4,0,7641.0
38.0,97.9,5,0,7432.0
42.8,51.1,6,0,8703.0
23.7,58.2,7,0,6745.0
27.4,32.2,8,0,7234.0
12.9,67.3,9,0,8238.0
36.8,43.4,10,0,10007.0
15.7,61.5,11,0,9063.0
26.7,51.8,12,0,9614.0
16.2,43.8,13,0,9931.0
20.3,47.9,14,0,10723.0
18.3,63.4,15,0,10401.0
20.1,40.8,16,0,10350.0
20.7,48.8,17,0,10223.0
20.6,69.9,18,0,9454.0
31.7,99.0,19,0,9969.0
16.2,67.2,20,0,8500.0
26.8,46.2,21,0,8366.0
34.7,54.5,22,0,8328.0
20.9,60.5,23,0,7008.0
19.3,54.8,0,0,5804.0
23.2,73.5,1,0,5687.0
34.4,63.3,2,0,6589.0
26.6,73.6,3,0,5194.0
20.8,55.3,4,0,5802.0
28.9,79.9,5,0,6115.0
16.2,57.5,6,0,6105.0
30.5,45.4,7,0,7164.0
28.3,92.7,8,0,7580.0
22.5,32.6,9,0,7579.0
18.3,48.9,10,0,8366.0
17.9,50.6,11,0,9133.0
29.3,97.6,12,0,9894.0
34.8,87.1,13,0,11092.0
19.9,82.4,14,0,10496.0
28.7,55.0,15,0,10596.0
8.3,96.4,16,0,10458.0
20.3,65.5,17,0,9800.0
24.8,74.7,18,0,9726.0
17.7,62.7,19,0,9139.0
17.5,59.3,20,0,8914.0
19.7,56.2,21,0,8035.0
27.3,56.9,22,0,7245.0
23.5,69.1,23,0,6971.0
7.1,65.5,0,0,6416.0
8.0,59.5,1,0,5757.0
20.1,82.6,2,0,5612.0
28.7,20.0,3,0,5633.0
3.0,67.6,4,0,5927.0
21.0,70.8,5,0,5962.0
20.8,77.2,6,0,6448.0
36.1,59.0,7,0,7917.0
21.9,63.1,8,0,7446.0
28.1,74.8,9,0,8270.0
26.1,82.4,10,0,8549.0
8.0,55.5,11,0,9223.0
31.1,64.0,12,0,9896.0
26.7,85.2,13,0,9925.0
29.1,28.1,14,0,10411.0
56.4,49.6,15,0,14449.0
8.3,82.0,16,0,10583.0
38.8,76.4,17,0,11530.0
22.7,67.8,18,0,9854.0
27.3,53.3,19,0,9237.0
24.6,46.8,20,0,8627.0
21.6,51.1,21,0,8297.0
20.4,83.2,22,1,5427.0
27.6,50.6,23,0,6761.0
12.9,61.5,0,0,6087.0
31.0,48.7,1,0,5980.0
21.7,72.6,2,0,5443.0
16.0,51.9,3,0,5603.0
21.4,58.5,4,0,5537.0
35.1,34.7,5,0,7159.0
20.7,35.8,6,0,6260.0
27.9,60.1,7,0,6735.0
19.2,40.1,8,0,7315.0
31.1,91.6,9,0,8440.0
30.5,29.1,10,0,8910.0
39.8,48.0,11,0,10798.0
23.6,60.3,12,0,9895.0
30.3,54.5,13,1,8806.0
25.8,43.4,14,0,10242.0
35.4,45.6,15,0,11591.0
19.2,45.1,16,0,10382.0
31.0,55.7,17,0,10344.0
23.4,89.3,18,0,9848.0
24.5,61.2,19,0,9308.0
25.7,77.7,20,0,8657.0
27.0,67.6,21,0,7914.0
24.1,76.7,22,0,7297.0
26.7,20.0,23,0,6760.0
37.6,55.4,0,0,7500.0
32.9,79.6,1,0,6646.0
32.0,51.4,2,0,6453.0
21.4,86.4,3,0,5775.0
17.9,82.3,4,0,5606.0
32.6,53.0,5,0,6831.0
32.0,52.5,6,0,7285.0
36.8,44.8,7,0,8054.0
20.2,50.6,8,0,7517.0
23.2,41.5,9,0,7547.0
11.9,66.4,10,0,8370.0
21.9,38.2,11,0,9218.0
33.0,69.1,12,0,10242.0
21.3,69.4,13,0,10486.0
30.1,35.1,14,0,10756.0
23.5,83.2,15,0,10593.0
27.6,67.7,16,0,10312.0
15.8,71.2,17,0,9878.0
25.7,48.6,18,0,9593.0
1.1,69.3,19,0,9251.0
23.5,76.9,20,0,8494.0
12.0,58.5,21,0,8134.0
34.6,90.0,22,0,8518.0
31.2,60.7,23,1,5784.0
28.7,77.1,0,0,6048.0
37.2,64.4,1,0,7640.0
17.4,68.8,2,0,5639.0
39.0,34.9,3,0,7789.0
32.5,65.6,4,0,6481.0
23.1,49.0,5,0,5880.0
34.1,47.3,6,0,7305.0
16.1,86.2,7,0,6396.0
18.4,56.8,8,0,7584.0
20.1,45.0,9,0,8513.0
20.8,54.6,10,0,8203.0
16.5,40.5,11,0,9143.0
34.8,81.5,12,0,10694.0
22.9,49.6,13,0,10254.0
27.8,67.9,14,0,10739.0
20.4,80.3,15,1,8977.0
10.4,52.5,16,0,10747.0
27.2,68.0,17,0,10113.0
9.7,44.5,18,0,9787.0
24.5,96.7,19,0,9266.0
14.1,74.0,20,0,8865.0
40.9,57.1,21,0,9850.0
32.3,48.4,22,0,8186.0
